nasa-llis-355	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-357	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-3576	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-397	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-407	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-4881	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-5377	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-5496	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-563	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-5776	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-6144	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-6149	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-632	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-6344	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-678	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-6937	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-738	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-782	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-789	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-818	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-841	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-859	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-866	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-868	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-907	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-916	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
